objectid,abrevia,cod_linea,nom_ruta,orig_ruta,dest_ruta,fec_impl,loc_orig,loc_dest,long_ruta,oper_ruta,route_id,cod_ruta,zon_dest,zon_orig,hor_habil,hor_sab,hor_fest,est_ruta,tip_bus,tip_serv,dias_oper,tip_hor,tipo_oper,ruta_rural,globalid,shape_Length
4098,NA,CL25,C25,Portal 20 De Julio,Portal Suba, ,4,11,24.99745203,No Aplica,10073,C25,3,13,4:30 a. m. - 10:00 p. m.,5:00 a. m. - 8:00 p. m.,4:30 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{0383A876-C5FB-41EE-B0A8-5D6C7E6B15DA},24997.452467887
4099,NA,AF60,F60,Calle 76 - San Felipe,Portal Américas, ,12,8,19.59151875,No Aplica,11873,F60,8,0,5:00 a. m. - 10:30 p. m.,5:00 a. m. - 10:00 p. m.,5:00 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{03DDFE60-4AAB-4E68-A9C7-ADB3D252240F},19591.5253065925
4100,NA,BG11,G11,Terminal,Portal Sur - Jfk Coop. F, ,1,7,30.28856341,No Aplica,11929,G11,9,1,6:00 a. m. - 10:00 p. m.,6:30 a. m. - 10:00 p. m., ,1,2,1,2,1,1,3,{05DB2E76-08B5-4C17-B560-568767382214},30288.5692157813
4101,NA,GL41,L41,San Mateo - Cc Unisur,Bicentenario, ,11,3,15.13500619,No Aplica,11870,L41,13,9,4:30 a. m. - 9:00 p. m.,4:30 a. m. - 9:00 p. m., ,1,2,1,2,1,1,3,{07385CB9-72B8-4D9A-ADA2-13FFF3F361E7},15135.0188301592
4102,NA,ML82,L82Cv,Clinica El Bosque,Portal 20 De Julio, ,4,1,20.04916348,No Aplica,12465,L82CV,13,13, , ,7:00 a. m. - 2:00 p. m.,1,3,2,4,3,1,3,{07707A93-5643-4B55-BA15-4D3B932217CC},20049.1654194566
4103,NA,BF28,F28,Portal Norte-Unicervantes,Portal Américas, ,1,8,29.06758666,No Aplica,12613,F28,8,1,5:00 a. m. - 8:00 p. m.,5:00 a. m. - 8:00 p. m., ,1,1,1,2,1,1,3,{0AF56BA4-38B0-4150-B026-6A129D3D9384},29067.5942820297
4105,NA,JH76,H76,Universidades – CityU,Portal Usme, ,3,5,14.82071049,No Aplica,12062,H76,12,0,4:00 p. m. - 10:30 p. m., , ,1,2,1,1,4,1,3,{0E5B8BDC-6375-420C-B453-19E9B419DEA6},14820.712673314
4106,NA,BH13,B13,Portal Tunal,Portal Norte-Unicervantes, ,6,11,27.34039556,No Aplica,12559,B13,1,11,5:00 a. m. - 10:00 p. m.,5:30 a. m. - 9:30 p. m., ,1,1,1,2,1,1,3,{0F5F792C-4519-4739-869B-6B01442C1176},27340.3989685574
4107,NA,FJ23,J23,Portal Américas,Las Aguas - Centro Colom, ,8,3,14.6312415,No Aplica,11712,J23,0,8,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{1006F648-DC48-45B7-B8DE-652C924B1B05},14631.2484908292
4108,NA,4,4P,Portal Sur - Jfk Coop. F,Héroes - Colmena Seguros, ,2,7,18.98288797,No Aplica,11853,4 P,0,0,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{10EB5939-4CF5-45E5-8B0A-34934464DFC7},18982.8926009646
4109,NA,AF61,F61,Calle 72,Portal Américas, ,12,8,20.60401148,No Aplica,12615,F61,8,0,3:00 p. m. - 8:00 p. m., , ,1,2,1,1,4,1,3,{16FAC31A-562B-4033-A59E-7E9802BC727B},20604.0180873161
4110,NA,BG11,B11,Portal Sur - Jfk Coop. F,Terminal, ,7,1,30.66487747,No Aplica,11709,B11,1,9,5:00 a. m. - 9:00 p. m.,6:00 a. m. - 9:30 p. m., ,1,2,1,2,1,1,3,{17EC8364-9510-4A59-99B1-C49E0F1798F8},30664.8836759701
4111,NA,BH13,H13,Portal Norte-Unicervantes,Portal Tunal, ,11,6,25.75016743,No Aplica,12558,H13,11,2,5:30 a. m. - 10:00 p. m.,6:30 a. m. - 10:00 p. m., ,1,1,1,2,1,1,3,{17F90147-56C5-4D51-B0FE-BBA882737EBA},25750.1701596271
4112,NA,GM47,M47,Portal Sur - Jfk Coop. F,Museo Nacional, ,7,3,13.98261014,No Aplica,10039,M47,0,9,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 11:00 p. m.,4:00 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{1855F9DA-180A-4B5C-BD71-CCB8D8FB9851},13982.6150455091
4113,NA,3,3P,Portal Tunal,Corferias, ,6,13,13.28066931,No Aplica,11886,3 P,6,11,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 10:00 p. m.,1,1,1,3,1,1,3,{19F1810B-F38E-41CF-83F7-D0E7E470B1E1},13280.6712294377
4114,NA,DH20,D20,Portal Usme,Portal 80, ,5,10,26.54493223,No Aplica,12066,D20,4,12,5:00 a. m. - 10:00 p. m.,6:00 a. m. - 8:00 p. m., ,1,2,1,2,1,1,3,{1F04535C-7990-461C-B74A-74DA0CF565E7},26544.9349552033
4115,NA,FM51,M51,Portal Américas,Portal Américas, ,8,3,15.31916493,No Aplica,11724,M51,0,8,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 11:00 p. m., ,1,1,1,2,1,1,3,{20457505-E54A-46CA-B151-F901842B2BA1},15319.1721152607
4116,NA,EG42,G42,7 De Agosto,San Mateo - Cc Unisur, ,12,0,19.07681973,No Aplica,11871,G42,9,5,4:30 a. m. - 11:00 p. m.,5:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{20ECF5E9-5E1D-4820-A13F-C8C0BF4DF644},19076.8322975206
4117,GGG,BG902,Metrovivienda - Calle 222,Calle 222,Metrovivienda,21/09/2020,11,7,37.64611494,MASIVO CAPITAL KE,8246,G902-1,8,2,3:40 a. m. - 11:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 10:00 p. m.,1,3,1,3,1,2,3,{21B3E747-ACFF-4459-8DD1-F35E57A3F000},37646.1149419224
4118,NA,DG22,D22,Portal Sur - Jfk Coop. F,Portal 80, ,7,10,23.67714469,No Aplica,10124,D22,4,9,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 11:00 p. m.,5:30 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{2761555B-811F-48D5-B2DE-46FC515461A0},23677.1498676388
4120,NA,AG52,A52,Portal Sur - Jfk Coop. F,Flores - Areandina, ,7,12,20.55403089,No Aplica,11268,A52,0,9,5:00 a. m. - 8:30 a. m., , ,1,1,1,1,3,1,3,{28687800-B8B7-46C0-86A8-B109EB5F400A},20554.0360933143
4121,NA,GM47,G47,Museo Nacional,Portal Sur - Jfk Coop. F, ,3,7,13.45946728,No Aplica,10067,G47,9,0,4:30 a. m. - 11:00 p. m.,5:00 a. m. - 11:00 p. m.,4:30 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{2ECCFC53-DD93-444E-9D98-B83769D22485},13459.4719950942
4122,NA,FJ23,F23,Las Aguas - Centro Colom,Portal Américas, ,3,8,9.93785075,No Aplica,11163,F23B,8,0,5:00 a. m. - 11:00 p. m.,5:00 a. m. - 11:00 p. m.,5:30 a. m. - 10:00 p. m.,1,1,1,3,1,1,3,{2F2FEA5D-3161-435C-901B-55652314F54E},9937.8525719012
4123,NA,BC50,B50,Portal Suba,Calle 161, ,11,11,20.22641839,No Aplica,11272,B50,1,3,5:30 a. m. - 8:30 a. m., , ,1,1,1,1,3,1,3,{3172191D-A1C8-4620-AD3F-986006830253},20226.4192648382
4124,NA,CF19,C19,Banderas,Portal Suba, ,8,11,27.44273741,No Aplica,12047,C19,3,7,5:00 a. m. - 10:00 p. m.,5:30 a. m. - 10:00 p. m., ,1,2,1,2,1,1,3,{31945191-675E-4247-8B5E-988D498ED1AF},27442.7394498578
4125,NA,CM84,M84,Etb Tibabuyes,Calle 72, ,11,2,15.38960183,No Aplica,12387,M84,0,3,5:00 a. m. - 11:00 p. m.,5:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,3,2,3,1,1,3,{31A7D4FC-6251-467E-877E-35A3BA5DC55A},15389.6022739908
4126,NA,MK86,M86Cv,Aeropuerto El Dorado,Hacienda Santa Barbara, ,9,1,20.88102472,No Aplica,12145,M86CV,0,6, , ,7:00 a. m. - 2:00 p. m.,1,3,2,4,3,1,3,{33B22167-775F-463A-A289-9178C0B52BD2},20881.0267795864
4128,NA,MK86,K86Cv,Hacienda Santa Barbara,Aeropuerto El Dorado, ,1,9,29.41782909,No Aplica,12145,K86CV,6,1, , ,7:00 a. m. - 2:00 p. m.,1,3,2,4,3,1,3,{3E2A0986-A3EC-4681-B87B-E8FC096D9F29},29417.8345363406
4129,NA,BK16,K16,Terminal,Portal ElDorado – C.C. N, ,9,1,25.74378627,No Aplica,11925,K16,6,1,5:30 a. m. - 10:30 p. m.,5:30 a. m. - 10:00 p. m., ,1,1,1,2,1,1,3,{40E31398-FB67-4074-85ED-95A283EA72E1},25743.7882920613
4130,NA,CH15,H15,Portal Suba,Portal Tunal, ,11,6,27.65260717,No Aplica,12564,H15,11,3,4:30 a. m. - 11:00 p. m.,5:30 a. m. - 11:00 p. m.,4:30 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{45C9A8B0-780C-478C-873A-B826B70C0133},27652.6093911933
4131,NA,DH21,H21,Portal 80,Portal Tunal, ,10,6,24.77671805,No Aplica,11381,H21,11,4,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 11:00 p. m., ,1,2,1,2,1,1,3,{49E67867-581D-4468-9E2A-EDA29C7116AD},24776.7204725159
4132,NA,CG30,G30,Portal Suba,Portal Sur - Jfk Coop. F, ,11,7,26.95018343,No Aplica,11907,G30,9,3,4:30 a. m. - 9:00 a. m. _ 3:00 p. m. - 8:00 p. m.,5:00 a. m. - 3:00 p. m., ,1,2,1,2,2,1,3,{4E8DE338-4FBC-4D2C-B239-9BD49A3D87AE},26950.1880631616
4133,NA,BF26,B26,Portal Américas,Alcalá – Colegio S. Tomás, ,8,11,27.50312069,No Aplica,12621,B26,1,8,4:30 a. m. - 9:00 a. m.,4:30 a. m. - 9:00 a. m., ,1,1,1,2,3,1,3,{544FA03D-3438-4140-B06C-C8CAA2E50EA8},27503.1282447296
4134,NA,HM83,H83,Museo Nacional,Portal Usme, ,3,5,14.0253269,No Aplica,12103,H83,12,0,5:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:30 p. m.,5:00 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{5AE210E4-6996-43ED-A52C-AC387C5E96CA},14025.3290928874
4135,BBB,BG902,Metrovivienda - Calle 222,Metrovivienda,Calle 222,21/09/2020,7,11,44.28141324,MASIVO CAPITAL KE,8248,B902-2,2,8,3:40 a. m. - 11:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 10:00 p. m.,1,3,1,3,1,2,3,{5F05A8DA-958C-4453-A33F-5091C1022269},44281.4132436543
4136,NA,BC50,C50,Calle 161,Portal Suba, ,11,11,20.23432682,No Aplica,11932,C50,3,2,4:30 p. m. - 8:00 p. m., , ,1,1,1,1,4,1,3,{60D0ADDC-F01D-41AB-A0FF-EA1C27722936},20234.3277050763
4137,NA,KL10,K10,Portal 20 De Julio,Portal ElDorado – C.C. N, ,9,4,17.66142519,No Aplica,12462,K10,6,6,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m., ,1,1,1,2,1,1,3,{612F86E1-F7C6-4141-ACE7-4D5356ADB498},17661.4265513882
4139,AAA,AG018,Est. Comuneros - Centro Mayor,Est. NQS Cl 38A S,Est. Comuneros,8/07/2024,16,16,12.1842641,MASIVO CAPITAL KE,8555,AG018-3,9,9,5:00 a. m. - 8:00 p. m., , ,1,5,1,1,1,2,3,{62BEFA1A-E84D-47AC-A142-C8A5FBCCF9DA},12184.2640996863
4140,NA,BH72,B72,Portal Usme,Toberin - Foundever, ,5,11,29.5486171,No Aplica,11989,B72,1,12,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 11:00 p. m.,4:00 a. m. - 10:00 p. m.,1,1,1,3,1,1,3,{63102DFC-019C-481A-92D1-86D783721DCC},29548.6202353519
4141,NA,BD10,D10,Portal Norte-Unicervantes,Portal 80, ,1,10,18.05360479,No Aplica,10076,D10,4,1,5:00 a. m. - 10:00 p. m.,6:00 a. m. - 10:00 p. m.,6:30 a. m. - 8:00 p. m.,1,2,1,3,1,1,3,{63927C2B-4F62-433F-95C9-9103A9C289AA},18053.6061109635
4143,NA,EG48,G48,CAD,San Mateo - CC Unisur, ,14,0,15.03272891,No Aplica,12611,G48,9,6,4:00 p. m. - 10:00 p. m., , ,1,2,1,1,4,1,3,{67945D34-5F86-4ED6-B492-6A6851F910BB},15032.7411279598
4144,NA,KL10,L10,Portal ElDorado – C.C. N,Portal 20 De Julio, ,9,4,16.19372086,No Aplica,12030,L10,13,6,5:00 a. m. - 11:00 p. m.,5:00 a. m. - 11:00 p. m., ,1,1,1,2,1,1,3,{67BFC5AC-FC9C-429C-A9D8-B1F5AC5DA988},16193.7218926827
4145,NA,GG45,G45-1,San Mateo - Cc Unisur,Portal Sur - Jfk Coop. F, ,0,7,4.69461854,No Aplica,11931,G45-1,9,9,5:00 a. m. - 8:00 a. m. _ 4:30 p. m. - 9:30 p. m.,5:00 a. m. - 8:00 a. m., ,1,1,1,2,2,1,3,{67C202B6-9712-4F3D-9AC8-923E8A6A9A2B},4694.62715094804
4146,NA,CJ73,J73,Portal Suba,Universidades – CityU, ,11,3,23.03687869,No Aplica,11913,J73,0,3,5:30 a. m. - 9:00 a. m., , ,1,2,1,1,3,1,3,{6A845DD3-BACF-4A3C-B274-903D8B7EF730},23036.8788848083
4148,NA,HK54,K54,Portal Usme,Portal ElDorado – C.C. N, ,5,9,23.641725,No Aplica,12073,K54,12,12,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 10:00 p. m.,1,1,1,3,1,1,3,{728E4E56-DC7F-4A14-94F7-9EAB466732E4},23641.7283962323
4149,NA,KG43,G43,Portal ElDorado – C.C. N,San Mateo - Cc Unisur, ,9,0,24.76386202,No Aplica,11458,G43,6,14,5:00 a. m. - 11:00 p. m.,5:00 a. m. - 11:00 p. m.,4:30 a. m. - 10:00 p. m.,1,1,1,3,1,1,3,{72AA67E0-E4EA-4E40-ACCE-DC0F36A03775},24763.8754163968
4150,NA,GL41,G41,Bicentenario,San Mateo - Cc Unisur, ,3,0,15.26243676,No Aplica,11878,G41,9,13,5:00 a. m. - 9:00 p. m.,5:00 a. m. - 9:00 p. m., ,1,2,1,2,1,1,3,{738984F4-2A23-43AB-B23A-43E42F84D840},15262.4493036248
4151,NA,BF26,F26,Alcalá – Colegio S. Tomás,Portal Américas, ,11,8,26.87817599,No Aplica,11875,F26,8,2,3:00 p. m. - 8:00 p. m.,12:00 p. m. - 6:00 p. m., ,1,1,1,2,4,1,3,{76DD33B9-D166-41AF-8132-99F73613625F},26878.1830460977
4152,NA,BG12,B12GS,General Santander,Portal Norte-Unicervantes, ,16,11,22.44460576,No Aplica,11876,B12GS,1,9,5:30 a. m. - 8:00 a. m., , ,1,2,1,1,3,1,3,{774DFFDB-65AA-453D-9D6A-AF9753C90533},22444.6075554511
4153,NA,DG22,G22,Portal 80,Portal Sur - Jfk Coop. F, ,10,7,23.51925106,No Aplica,12076,G22,9,4,5:00 a. m. - 11:00 p. m.,5:00 a. m. - 11:00 p. m.,5:30 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{7C213BF7-CCEA-4101-BD27-21DE511AE6CA},23519.256056212
4154,NA,BG12,B12,Portal Sur - Jfk Coop. F,Portal Norte-Unicervantes, ,7,11,27.24547659,No Aplica,11876,B12,1,9,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{7E765381-DD70-42AD-9522-44B561A0372E},27245.4823847792
4155,NA,BK16,B16,Portal ElDorado – C.C. N,Terminal, ,1,9,26.61609332,No Aplica,12428,B16,1,6,5:30 a. m. - 10:30 p. m.,5:30 a. m. - 10:00 p. m., ,1,1,1,2,1,1,3,{7F4263C9-9D0F-4264-818D-3B930D6A6548},26616.095647948
4156,NA,2,2M,Portal 20 De Julio,Museo Nacional, ,4,3,7.17954136,No Aplica,10070,2 P,0,13,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{7FB0CFAA-9824-4D56-B98E-63B2D759E61A},7179.54153549001
4157,NA,CH17,C17,Portal Usme,Portal Suba, ,5,11,30.71621765,No Aplica,11909,C17,3,12,4:00 a. m. - 8:00 p. m.,4:00 a. m. - 3:00 p. m., ,1,1,1,2,1,1,3,{7FC2F4C5-93AE-48AC-9B51-3D6D9BAC8BFE},30716.2201786678
4158,NA,6,6 U,Universidades – CityU,Portal 80, ,3,10,15.14760986,No Aplica,12242,6 U,4,0,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{7FC4A752-B6A1-4819-AC94-2A2A63DB2D5F},15147.610319051
4159,NA,2,2P,Museo Nacional,Portal 20 De Julio, ,3,4,7.27723602,No Aplica,10056,2 M,13,0,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,4:30 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{82BC412D-0F94-4C59-A5D0-351151FFE6B4},7277.23620771799
4160,NA,AG52,G52,Flores - Areandina,Portal Sur - Jfk Coop. F, ,12,7,20.10866667,No Aplica,12468,G52,9,0,4:00 p. m. - 8:00 p. m., , ,1,1,1,1,4,1,3,{837543E5-4EA2-45E3-93A3-1E1789E7E0CF},20108.6713052386
4161,NA,DL81,L81CV,Puente De Guadua,Portal 20 De Julio, ,10,4,25.44554704,No Aplica,12386,L81CV,13,4, , ,7:00 a. m. - 2:00 p. m.,1,3,2,4,3,1,3,{858E1256-D1B8-48DE-94C7-01DFD3C9974E},25445.5485016197
4162,NA,BG46,G46,Portal Norte-Unicervantes,San Mateo - Cc Unisur, ,11,0,30.97731198,No Aplica,12078,G46,9,2,5:00 a. m. - 9:00 a. m. _ 3:00 p. m. - 8:00 p. m., , ,1,2,1,1,2,1,3,{85F2023B-B0D2-4343-BD0F-B6CCA4FCB4E7},30977.3254315972
4163,NA,6,6 P,PORTAL 80,Universidades – CityU, ,10,3,14.89051914,No Aplica,12010,6 P,6,0,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{8627B374-186A-44DB-A9D8-EB11B59A401D},14890.5196071496
4164,NA,CG30,C30,Portal Sur - Jfk Coop. F,Portal Suba, ,7,11,27.16869615,No Aplica,11908,C30,3,9,5:00 a. m. - 9:00 a. m. _ 4:00 p. m. - 8:00 p. m.,5:00 a. m. - 3:00 p. m., ,1,2,1,2,2,1,3,{88C6B099-DC5F-463B-BDA4-13C9ABCC5325},27168.7013041108
4165,NA,H73,H73,Toberin - Foundever,Portal Tunal, ,11,6,25.37011718,No Aplica,0,H73,11,2, , , ,2,1,1,1,2,1,3,{8A13AA6B-5AC9-42CA-B57F-B27E28720CEC},25370.1199722059
4166,NA,ML82,M82,Portal 20 De Julio,Clinica El Bosque, ,1,4,19.3504159,No Aplica,12297,M82,1,1,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,4:30 a. m. - 10:00 p. m.,1,3,2,3,1,1,3,{8A279DA8-C97C-4B99-B221-3B2A69D1641B},19350.4181288551
4167,NA,BD55,D55,Toberin - Foundever,Portal 80, ,1,11,16.43283335,No Aplica,11930,D55,4,1,3:00 p. m. - 8:00 p. m., , ,1,1,1,1,4,1,3,{8A901175-6F5E-4F09-AEE4-115678312160},16432.8344340906
4168,NA,GG45,G45-2,Portal Sur - Jfk Coop. F,San Mateo - Cc Unisur, ,7,0,4.47491548,No Aplica,10036,G45-2,9,9,5:30 a. m. - 9:00 a. m. _ 4:30 p. m. - 8:00 p. m.,5:00 a. m. - 8:00 a. m., ,1,1,1,2,2,1,3,{8C464323-8E16-4E58-A47C-1EA5419DECA7},4474.92383470777
4169,NA,1,1U,Portal ElDorado – C.C. N,Universidades – CityU, ,9,3,10.64109706,No Aplica,11231,1 U,6,6,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{8DBDF112-3795-41B0-A781-F89DFFCDB768},10641.0979265128
4170,NA,MK86,M86,Aeropuerto El Dorado,Hacienda Santa Barbara, ,9,1,20.44575506,No Aplica,12113,M86,0,6,4:30 a. m. - 10:00 p. m.,4:30 a. m. - 10:00 p. m.,4:30 a. m. - 9:00 p. m.,1,3,2,3,1,1,3,{8E97108C-C5CD-4BDC-B8D0-EC8E6AA75C4B},20445.7571399347
4172,NA,CL25,L25,Portal Suba,Portal 20 De Julio, ,11,4,25.30954634,No Aplica,10074,L25,13,3,5:00 a. m. - 10:00 p. m.,5:00 a. m. - 8:00 p. m.,5:00 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{91BE5AB0-7CD9-43EF-A3AF-77A860EDA22A},25309.5467948952
4173,NA,DJ24,J24,Portal 80,Universidades – CityU, ,10,3,15.25444258,No Aplica,12244,J24,0,4,5:30 a. m. - 10:00 p. m.,5:30 a. m. - 8:30 p. m., ,1,2,1,2,1,1,3,{92813A65-62FE-4716-B6B5-A9AD5071B81B},15254.4430622382
4174,NA,BD10,B10,Portal 80,Portal Norte-Unicervantes, ,10,1,17.43388034,No Aplica,10075,B10,1,4,4:30 a. m. - 9:30 p. m.,5:30 a. m. - 9:30 p. m.,6:30 a. m. - 8:00 p. m.,1,2,1,3,1,1,3,{92930F2C-F517-45C0-B252-E96B352DEE79},17433.8815793919
4175,NA,BH75,H75,Portal Norte-Unicervantes,Portal Usme, ,11,5,28.33473045,No Aplica,11708,H75,12,2,5:00 a. m. - 11:00 p. m.,5:00 a. m. - 11:00 p. m.,4:30 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{97663AD1-8929-4333-A6EC-738C40840169},28334.733636765
4176,SCR,LA856,Tihuaque/Violetas - NQS/Comuneros,Tihuaque/Violetas,NQS/Comuneros,6/10/2025,5,5,34.62216851,CONSORCIO EXPRESS SAN CRISTOBALD,8600,LA856-3,13,13,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,4,1,3,1,2,3,{9AC7FBDA-CBCA-4CA2-8606-8E1AE5E2B09C},34622.1685119782
4177,NA,EF32,F32,Calle 75 - Zona M,Portal Américas, ,12,8,18.31742803,No Aplica,11868,F32,8,4,5:00 a. m. - 10:00 p. m.,5:00 a. m. - 8:00 p. m.,5:30 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{9DEC1F0F-5696-4250-A1C8-875D0E2B7347},18317.4346112836
4178,NA,AF61,A61,Portal Américas,Calle 72, ,8,12,21.23559289,No Aplica,12614,A61,4,8,4:30 a. m. - 9:00 a. m., , ,1,2,1,1,3,1,3,{9F65F717-C836-42B1-9ABE-46F11F9B1B35},21235.6001695179
4180,NA,FJ23,F23,Las Aguas - Centro Colom,Portal Américas, ,3,8,14.47076634,No Aplica,11163,F23,8,0,5:00 a. m. - 11:00 p. m.,5:00 a. m. - 11:00 p. m.,5:30 a. m. - 10:00 p. m.,1,1,1,3,1,1,3,{A0B95788-FC82-4096-89A5-35DE22964FB0},14470.7729599247
4181,NA,MP85,MP85,AK 68 - CL 9A,Museo Nacional,29/10/2025,16,3,21.01525634,No Aplica,12536,MP85,7,0,5:00 a. m. - 9:00 p. m.,5:00 a. m. - 9:00 p. m.,5:00 a. m. - 9:00 p. m.,1,3,1,3,1,1,3,{A0C53BD0-8C42-44C2-8CBC-F95A811570B2},21015.2583816848
4182,NA,CH15,C15,Portal Tunal,Portal Suba, ,6,11,28.62559113,No Aplica,12467,C15,3,11,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{A40C4EF4-00E0-4CC5-846A-B9DFEDC5631B},28625.5934874383
4183,NA,AF60,A60,Portal Américas,Calle 76 - San Felipe, ,8,12,20.15082469,No Aplica,12616,A60,4,8,4:30 a. m. - 9:30 p. m.,4:30 a. m. - 9:30 p. m.,4:00 a. m. - 10:00 p. m.,1,2,1,3,4,1,3,{A454CF59-178D-46FF-8026-B7DC9265F21E},20150.8319338865
4184,NA,EF32,E32,Portal Américas,Calle 75 - Zona M, ,8,12,18.87436133,No Aplica,12622,E32,4,8,4:00 a. m. - 9:00 p. m.,4:00 a. m. - 8:00 p. m.,5:00 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{A5A86CBF-41B8-40F9-BD1A-DC5FBE261B9A},18874.3684006907
4185,NA,BL18,B18,Portal 20 De Julio,Terminal, ,4,11,25.30661895,No Aplica,12011,B18,1,13,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,4:30 a. m. - 10:00 p. m.,1,2,1,3,1,1,3,{A6E1909F-86A5-42F8-83CB-6B989443B71D},25306.6204263883
4186,NA,HK54,H54,Portal ElDorado – C.C. N,Portal Usme, ,9,5,21.92567352,No Aplica,12072,H54,6,6,5:30 a. m. - 11:00 p. m.,5:30 a. m. - 11:00 p. m.,4:30 a. m. - 10:00 p. m.,1,1,1,3,1,1,3,{A7838DD3-7A0B-4112-B37A-FB56A99F3B59},21925.6765742301
4187,NA,J70,J70,Portal Norte-Unicervantes,Las Aguas - Centro Colom, ,1,3,21.82090492,No Aplica,11453,J70,0,1,5:30 a. m. - 9:00 a. m., , ,1,1,1,1,3,1,3,{A7AD6215-4C74-40BC-89C9-4B9C23396467},21820.9059673403
4188,NA,DJ24,D24,Universidades – CityU,Portal 80, ,3,10,14.9136928,No Aplica,12243,D24,4,0,6:00 a. m. - 11:00 p. m.,6:00 a. m. - 9:00 p. m., ,1,2,1,2,1,1,3,{A9A26FA6-C98F-43B7-9934-6D6359F5ECF1},14913.6932708746
4189,NA,8,8T,Terminal,Guatoque - Veraguas, ,11,14,21.14442753,No Aplica,12620,8 T,0,2,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 11:00 p. m.,4:30 a. m. - 10:00 p. m.,1,1,1,3,1,1,3,{AC03D46A-709D-4794-A5FE-4F996FF8F90C},21144.4288688575
4190,NA,DH20,H20,Portal 80,Portal Usme, ,10,5,26.0762602,No Aplica,12067,H20,12,4,4:30 a. m. - 10:00 p. m.,5:00 a. m. - 8:00 p. m., ,1,2,1,2,1,1,3,{B05FA771-CFFB-4145-BD92-A8D510DC55E6},26076.2628074525
4191,NA,DL81,D81,Portal 20 De Julio,Puente De Guadua, ,4,10,23.51419977,No Aplica,12293,D81,4,13,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 10:30 p. m.,4:30 a. m. - 10:00 p. m.,1,3,2,3,1,1,3,{B07AD208-84F0-42A6-9164-C968248F8C70},23514.2012365502
4192,NOR,330,El Uval - La Estrellita,El Uval,La Estrellita,13/04/2013,1,5,47.47120268,CONSORCIO EXPRESS USAQUEN N,7882,330-1,1,12,4:30 a. m. - 12:00 a. m.,4:30 a. m. - 12:00 a. m.,6:00 a. m. - 11:30 p. m.,1,3,1,3,1,2,3,{B17BB9EB-BED0-4E65-8453-FEAECCC56001},47471.2026768249
